repo,stars,new-stars-last-30d,new-stars-last-14d,new-stars-last-7d,new-stars-last-24H,stars-per-mille-30d,days-last-star,days-last-commit,days-since-creation,mentionable-users,language,archived,dependencies,main-category,sub-category
OptimalBits/bull,14567,120,56,29,4,8.238,0,1,3790,222,JavaScript,false,33,### Job queues,Job queues
agenda/agenda,9070,44,22,11,0,4.851,1,311,3667,134,TypeScript,false,0,### Job queues,Job queues
nodeca/idoit,71,0,0,0,0,0.000,45,993,2587,3,JavaScript,false,8,### Job queues,Job queues
actionhero/node-resque,1294,5,2,1,0,3.864,4,0,3704,70,TypeScript,false,0,### Job queues,Job queues
smrchy/rsmq,1681,4,0,0,0,2.380,17,882,3816,12,JavaScript,false,9,### Job queues,Job queues
bee-queue/bee-queue,3416,35,22,8,0,10.246,1,1,3220,39,JavaScript,false,25,### Job queues,Job queues
weyoss/redis-smq,549,5,2,2,0,9.107,1,232,2321,2,TypeScript,false,0,### Job queues,Job queues
bbc/sqs-consumer,1554,11,3,1,0,7.079,1,0,3251,127,TypeScript,false,0,### Job queues,Job queues
diamondio/better-queue,468,7,3,0,0,14.957,7,416,2863,13,JavaScript,false,5,### Job queues,Job queues
taskforcesh/bullmq,4546,122,60,35,7,26.837,0,1,1789,122,TypeScript,false,0,### Job queues,Job queues
tj/n,18104,94,48,25,4,5.192,0,29,4694,86,Shell,false,0,### Node.js management,Node.js management
isaacs/nave,1588,6,2,1,1,3.778,0,33,4930,24,Shell,false,0,### Node.js management,Node.js management
ekalinin/nodeenv,1634,12,5,1,0,7.344,5,38,4611,87,Python,false,0,### Node.js management,Node.js management
coreybutler/nvm-windows,31465,643,307,154,24,20.435,0,5,3340,74,Go,false,0,### Node.js management,Node.js management
nodenv/nodenv,2064,23,9,6,2,11.143,0,222,3899,119,Shell,false,0,### Node.js management,Node.js management
Schniz/fnm,13841,304,149,83,13,21.964,0,31,1761,75,Rust,false,21,### Node.js management,Node.js management
napi-rs/napi-rs,4750,155,69,37,6,32.632,0,0,2025,90,Rust,false,0,### Cross-platform integration,Cross-platform integration
neon-bindings/neon,7557,82,23,5,0,10.851,1,85,2977,70,Rust,false,0,### Cross-platform integration,Cross-platform integration
tjanczuk/edge,5377,10,8,2,1,1.860,0,2019,3917,39,C++,false,0,### Cross-platform integration,Cross-platform integration
Elringus/DotNetJS,600,5,1,1,0,8.333,2,24,730,6,JavaScript,false,0,### Cross-platform integration,Cross-platform integration
retextjs/retext,2299,10,5,2,1,4.350,0,61,3449,17,JavaScript,false,12,### Natural language processing,Natural language processing
wooorm/franc,3927,12,5,3,0,3.056,1,355,3403,9,JavaScript,false,29,### Natural language processing,Natural language processing
sindresorhus/leven,693,2,1,1,1,2.886,0,825,3382,7,JavaScript,false,12,### Natural language processing,Natural language processing
NaturalNode/natural,10348,32,16,6,1,3.092,0,28,4573,137,JavaScript,false,26,### Natural language processing,Natural language processing
axa-group/nlp.js,5897,45,17,5,1,7.631,0,171,1931,65,JavaScript,false,12,### Natural language processing,Natural language processing
Unitech/pm2,39927,169,76,40,8,4.233,0,214,3828,274,JavaScript,false,31,### Process management,Process management
remy/nodemon,25672,85,36,19,2,3.311,0,11,4789,166,JavaScript,false,21,### Process management,Process management
coreybutler/node-mac,529,1,1,1,0,1.890,4,1221,3898,8,JavaScript,false,3,### Process management,Process management
coreybutler/node-linux,415,0,0,0,0,0.000,34,1320,3828,10,JavaScript,false,3,### Process management,Process management
coreybutler/node-windows,2695,14,9,4,1,5.195,0,54,3953,37,JavaScript,false,2,### Process management,Process management
petruisfan/node-supervisor,3769,3,2,2,0,0.796,1,2155,5027,41,JavaScript,false,1,### Process management,Process management
phusion/passenger,4962,13,6,3,0,2.620,2,5,5708,117,C++,false,0,### Process management,Process management
octalmage/robotjs,11921,37,19,11,2,3.104,0,796,3360,51,C,false,0,### Automation,Automation
nut-tree/nut.js,1690,18,8,4,1,10.651,0,26,1909,10,TypeScript,false,0,### Automation,Automation
acornjs/acorn,9845,85,42,19,4,8.634,0,2,4067,118,JavaScript,false,10,### AST,AST
docpad/docpad,3049,4,3,1,0,1.312,6,1086,4624,46,CoffeeScript,false,0,### Static site generators,Static site generators
docsifyjs/docsify,25468,323,141,71,13,12.683,0,21,2549,179,JavaScript,false,48,### Static site generators,Static site generators
brandonweiss/charge,419,0,0,0,0,0.000,42,1176,2071,7,JavaScript,false,41,### Static site generators,Static site generators
keystonejs/keystone,8439,100,48,28,5,11.850,0,0,2048,249,TypeScript,false,0,### Content management systems,Content management systems
apostrophecms/apostrophe,4163,17,7,4,1,4.084,0,3,3929,109,JavaScript,false,125,### Content management systems,Content management systems
strapi/strapi,57249,781,291,158,17,13.642,0,0,2965,959,JavaScript,false,58,### Content management systems,Content management systems
FactorJS/factor,1356,2,1,1,0,1.475,3,317,1714,1,TypeScript,false,0,### Content management systems,Content management systems
SoftwareBrothers/adminjs,7499,130,39,19,4,17.336,0,27,1815,62,TypeScript,false,0,### Content management systems,Content management systems
NodeBB/NodeBB,13646,65,25,11,1,4.763,0,4,3856,212,JavaScript,false,0,### Forum,Forum
TryGhost/Ghost,44373,305,128,65,8,6.874,0,0,3845,557,JavaScript,false,10,### Blogging,Blogging
hexojs/hexo,37663,174,91,53,8,4.620,0,5,4067,187,JavaScript,false,42,### Blogging,Blogging
sindresorhus/cows,401,0,0,0,0,0.000,62,1004,2826,9,JavaScript,false,2,### Weird,Weird
sindresorhus/superb,393,1,0,0,0,2.545,21,1045,3415,12,JavaScript,false,4,### Weird,Weird
sindresorhus/cat-names,262,0,0,0,0,0.000,219,515,3224,4,JavaScript,false,5,### Weird,Weird
sindresorhus/dog-names,126,0,0,0,0,0.000,70,515,3224,4,JavaScript,false,6,### Weird,Weird
sindresorhus/superheroes,236,0,0,0,0,0.000,42,252,3108,3,JavaScript,false,4,### Weird,Weird
sindresorhus/supervillains,117,0,0,0,0,0.000,70,438,3108,7,JavaScript,false,4,### Weird,Weird
maxogden/cool-ascii-faces,1755,3,1,1,0,1.709,4,2802,3589,24,JavaScript,false,1,### Weird,Weird
melaniecebula/cat-ascii-faces,244,0,0,0,0,0.000,95,3230,3237,1,JavaScript,false,1,### Weird,Weird
SkyHacks/nerds,106,0,0,0,0,0.000,65,2666,2677,1,JavaScript,false,5,### Weird,Weird
kesla/node-snappy,479,0,0,0,0,0.000,132,1137,4614,20,JavaScript,true,11,### Serialization,Serialization
protobufjs/protobuf.js,9388,65,33,9,1,6.924,0,83,3908,105,JavaScript,false,42,### Serialization,Serialization
compactr/compactr.js,99,0,0,0,0,0.000,88,1137,2648,2,JavaScript,false,6,### Serialization,Serialization
sindresorhus/execa,6020,47,20,12,0,7.807,1,11,2899,53,JavaScript,false,19,### Miscellaneous,Miscellaneous
cheeriojs/cheerio,27100,138,59,25,5,5.092,0,0,4418,131,TypeScript,false,0,### Miscellaneous,Miscellaneous
sindresorhus/open,3008,16,9,4,1,5.319,0,190,3508,50,JavaScript,false,8,### Miscellaneous,Miscellaneous
sindresorhus/hasha,938,5,5,2,0,5.330,1,2,3096,10,JavaScript,false,7,### Miscellaneous,Miscellaneous
sindresorhus/dot-prop,781,3,0,0,0,3.841,15,117,3231,23,JavaScript,false,6,### Miscellaneous,Miscellaneous
sindresorhus/onetime,152,0,0,0,0,0.000,65,7,3633,9,JavaScript,false,4,### Miscellaneous,Miscellaneous
sindresorhus/mem,1031,8,2,2,0,7.759,2,190,2883,17,TypeScript,false,0,### Miscellaneous,Miscellaneous
sindresorhus/strip-bom,107,0,0,0,0,0.000,70,940,3509,7,JavaScript,false,3,### Miscellaneous,Miscellaneous
sindresorhus/os-locale,221,0,0,0,0,0.000,69,689,3164,16,JavaScript,false,5,### Miscellaneous,Miscellaneous
mscdex/ssh2,5291,25,15,7,0,4.725,5,88,4119,38,JavaScript,false,4,### Miscellaneous,Miscellaneous
markelog/adit,53,0,0,0,0,0.000,40,2443,2961,2,JavaScript,false,21,### Miscellaneous,Miscellaneous
sindresorhus/file-type,3302,43,35,24,1,13.022,0,2,3490,103,JavaScript,false,10,### Miscellaneous,Miscellaneous
SGrondin/bottleneck,1630,17,7,2,1,10.429,0,1209,3590,14,JavaScript,false,17,### Miscellaneous,Miscellaneous
audreyt/node-webworker-threads,2288,2,2,2,0,0.874,3,789,4027,30,C++,false,0,### Miscellaneous,Miscellaneous
sindresorhus/clipboardy,1678,45,12,2,0,26.818,4,21,2534,14,JavaScript,false,6,### Miscellaneous,Miscellaneous
mapbox/node-pre-gyp,1081,4,3,1,0,3.700,5,122,3635,567,JavaScript,false,21,### Miscellaneous,Miscellaneous
peterbraden/node-opencv,4335,9,4,1,0,2.076,6,296,4320,101,C++,false,0,### Miscellaneous,Miscellaneous
motdotla/dotenv,17891,133,66,35,5,7.434,0,8,3782,74,JavaScript,false,10,### Miscellaneous,Miscellaneous
npm/node-semver,4827,29,17,9,1,6.008,0,55,4657,186,JavaScript,false,4,### Miscellaneous,Miscellaneous
nodegit/nodegit,5513,15,3,1,0,2.721,3,275,4650,151,JavaScript,false,20,### Miscellaneous,Miscellaneous
pigulla/json-strictify,19,0,0,0,0,0.000,43,0,3344,2,TypeScript,false,0,### Miscellaneous,Miscellaneous
jsdom/jsdom,19361,97,57,28,5,5.010,0,170,5046,311,JavaScript,false,37,### Miscellaneous,Miscellaneous
sindresorhus/is,1585,8,2,1,0,5.047,5,17,2243,48,TypeScript,false,0,### Miscellaneous,Miscellaneous
simonepri/env-dot-prop,33,0,0,0,0,0.000,64,1228,2305,2,JavaScript,false,4,### Miscellaneous,Miscellaneous
gkozlenko/node-video-lib,343,0,0,0,0,0.000,65,16,2725,1,JavaScript,false,4,### Miscellaneous,Miscellaneous
xxczaki/cashify,395,1,0,0,0,2.532,27,702,1558,5,TypeScript,false,0,### Miscellaneous,Miscellaneous
Geode-solutions/genepi,72,3,1,0,0,41.667,11,809,1503,8,C++,false,0,### Miscellaneous,Miscellaneous
typicode/husky,30504,157,84,46,4,5.147,0,18,3430,111,JavaScript,false,7,### Miscellaneous,Miscellaneous
ds300/patch-package,9485,123,69,24,5,12.968,0,98,2379,51,TypeScript,false,0,### Miscellaneous,Miscellaneous
mifi/editly,4342,72,45,17,2,16.582,0,220,1306,16,JavaScript,false,23,### Miscellaneous,Miscellaneous
ehmicky/wild-wild-path,628,3,0,0,0,4.777,21,21,599,1,JavaScript,false,4,### Miscellaneous,Miscellaneous
sindresorhus/uint8array-extras,131,131,31,2,0,1000.000,5,4,20,2,JavaScript,false,4,### Miscellaneous,Miscellaneous
goldbergyoni/nodebestpractices,93626,465,221,105,9,4.967,0,52,2250,231,Dockerfile,false,0,### Tutorials,Tutorials
mattdesl/module-best-practices,1523,1,0,0,0,0.657,16,2949,3315,3,JavaScript,false,1,### Tutorials,Tutorials
FredKSchott/the-node-way,1486,0,0,0,0,0.000,50,2854,3616,3,JavaScript,false,0,### Tutorials,Tutorials
azat-co/you-dont-know-node,1495,1,0,0,0,0.669,24,1812,2959,7,Python,false,0,### Tutorials,Tutorials
ehmicky/cross-platform-node-guide,1362,4,0,0,0,2.937,15,21,1757,4,JavaScript,false,1,### Tutorials,Tutorials
stephenplusplus/stream-faqs,191,0,0,0,0,0.000,81,2968,3005,1,JavaScript,false,2,### Cheatsheets,Cheatsheets
jesusprubio/strong-node,489,1,0,0,0,2.045,27,877,2756,3,JavaScript,false,2,### Cheatsheets,Cheatsheets
amplication/amplication,12774,204,64,29,5,15.970,0,0,1281,238,TypeScript,false,0,### Tools,Tools
sindresorhus/node-module-boilerplate,717,3,1,1,0,4.184,5,157,3166,8,JavaScript,false,2,### Miscellaneous,Miscellaneous
sheerun/modern-node,242,1,1,0,0,4.132,13,803,2711,2,JavaScript,false,13,### Miscellaneous,Miscellaneous
sindresorhus/generator-nm,742,0,0,0,0,0.000,77,157,3166,20,JavaScript,false,10,### Miscellaneous,Miscellaneous
Microsoft/nodejs-guidelines,2488,4,2,2,0,1.608,2,349,2933,34,,false,0,### Miscellaneous,Miscellaneous
sindresorhus/project-ideas,541,2,2,1,0,3.697,6,1125,3087,3,,false,0,### Miscellaneous,Miscellaneous
thlorenz/v8-perf,2157,11,2,1,0,5.100,5,371,3448,6,JavaScript,false,3,### Miscellaneous,Miscellaneous
sindresorhus/awesome-npm,4340,19,7,2,1,4.378,0,7,2860,46,,false,0,### Miscellaneous,Miscellaneous
bcoe/awesome-cross-platform-nodejs,1114,7,2,0,0,6.284,12,466,2884,10,,false,0,### Miscellaneous,Miscellaneous
